Collection_LocationId,COLLECTION_LOCATION_UUID,branchNumber,COLLECTION_TYPE,FRIENDLY_IDENTIFIER,OPERATION_TYPE
7533,4b9593bc-591c-4abe-b5db-92f32b111c08,5741,STORE_COLLECT,CA,POD
7523,45931992-3c51-4a7f-920d-5e0bcdcb6020,5742,STORE_COLLECT,CA,POD
7539,2a6cc656-2ba7-4df9-a004-be232bade0b3,5785,STORE_COLLECT,CA,POD
7491,db01fed2-8ef5-4f69-bd56-c2c833226d0f,5790,STORE_COLLECT,VA,POD
8133,bd4b03ab-3950-4b71-a9bd-285c02b0fdb1,5790,COLLECT_FROM_LOCATION,SA,POD
7415,b40f2539-2037-474b-a3fe-44dc371e4091,5794,STORE_COLLECT,VA,POD
7503,0acd4235-b2e2-4424-82b4-1a29ff00d103,5797,STORE_COLLECT,CA,POD
7505,75137c00-644f-4d70-9abd-f752dd40304a,6010,STORE_COLLECT,CA,POD
7515,7da00123-2124-4582-ba5b-5e5b606aa7be,6267,STORE_COLLECT,CA,POD
7551,7e0ce5df-e386-41e9-8419-901014a66c92,6268,STORE_COLLECT,CA,POD
7524,12c09fe0-9897-45b2-bb64-2905c1041294,6272,STORE_COLLECT,CA,POD
7492,252fe3b5-d112-4b7a-bd4b-c5c011e13a33,6274,STORE_COLLECT,VA,POD
7532,83f2f160-5796-45f7-971d-3de2963cc85d,6281,STORE_COLLECT,CA,POD
7513,c29df051-cca5-4bfc-b043-a0868ae8350a,6454,STORE_COLLECT,CA,POD
7542,8c22be32-bf17-4e8d-8677-987b1dfe2d76,6509,STORE_COLLECT,CA,POD
7540,2a7b480d-a2fa-4061-a130-c0cdeb532db3,6510,STORE_COLLECT,CA,POD
7405,a09fbc7c-89c4-454b-a0fd-566a5170633a,6868,STORE_COLLECT,VA,POD
7506,94a7c882-abda-43bb-b6d2-ffe03dd7e91d,6869,STORE_COLLECT,CA,POD
7511,4167af9e-608d-46dd-a16b-162bfb9fe0f4,6869,STORE_COLLECT,SA,POD
8111,82977508-0b38-4b52-9221-5969eb322404,21001,STORE_COLLECT,CA,POD
8102,1f9f36ea-09fc-480b-9926-ab2f4f8ddf77,21002,STORE_COLLECT,CA,POD
8103,c23af34f-0ada-41ce-9935-85621f4ff551,21003,STORE_COLLECT,CA,POD
8104,fdc5ee5f-e10a-478e-9ac0-84a24f80dc3a,21004,STORE_COLLECT,CA,POD
8105,66898b01-2aa9-40f2-b6e8-fd9b13354463,21005,STORE_COLLECT,CA,POD
8106,671aa564-ef55-4d38-8de6-c103ae151b5b,21006,STORE_COLLECT,CA,POD
8107,3b5dedfa-541e-4ec6-ad76-64e23491dc3f,21007,STORE_COLLECT,CA,POD
8108,975d9351-871f-46eb-9099-3ecb866ad6b9,21008,STORE_COLLECT,CA,POD
8109,284bb3b5-f0ba-4ea7-996b-4f79f1d48981,21009,STORE_COLLECT,CA,POD
8110,c1c6ad61-4d6d-403a-bf5e-eb5eab8d2d68,21010,STORE_COLLECT,CA,POD
8112,01f57cdc-5427-4e96-a8b3-02dbda315ad0,21012,STORE_COLLECT,CA,POD
8113,7ea06603-da7d-45c7-adef-1d932f94492a,21013,STORE_COLLECT,CA,POD
8116,6acafae8-cf33-4934-8ddd-27ddf8fc70da,21014,STORE_COLLECT,CA,POD
8114,cf104d12-68db-4f81-b8cb-21b69b65992d,21014,STORE_COLLECT,CA,POD
8115,9384520c-b72f-4bb9-9f1a-236048969c28,21015,STORE_COLLECT,CA,POD
8122,7dde6b84-7bfc-4407-aef7-d564120a551d,21016,STORE_COLLECT,CA,POD
8117,32b07502-879b-4ee7-b24e-40193e371186,21019,STORE_COLLECT,CA,POD
8118,70d761c3-582d-4abf-b7bd-20653d4d82e5,21022,STORE_COLLECT,CA,POD
8119,255d1c72-ec0c-49c1-bf88-42baa427e221,21023,STORE_COLLECT,CA,POD
8123,092f3d81-e02f-42c1-9909-8547e1c9cf4b,21031,STORE_COLLECT,CA,POD
8101,61ed9f8f-3946-48d7-96b2-3ba56101c411,21034,STORE_COLLECT,CA,POD
8120,76629147-0d23-463a-bc46-12e96885accd,21041,STORE_COLLECT,CA,POD
